chem_fp_001,chem_fp_005,chem_fp_006,chem_fp_007,chem_fp_011,chem_fp_012,chem_fp_013,chem_fp_014,chem_fp_015,chem_fp_017,chem_fp_018,chem_fp_019,chem_fp_020,chem_fp_021,chem_fp_022,chem_fp_023,chem_fp_028,chem_fp_029,chem_fp_082,chem_fp_120,chem_fp_121,chem_fp_122,chem_fp_123,chem_fp_124,chem_fp_126,chem_fp_127,chem_fp_135,chem_fp_136,chem_fp_139,chem_fp_141,chem_fp_142,chem_fp_144,chem_fp_145,chem_fp_150,chem_fp_151,chem_fp_161,chem_fp_169,class
1.35,14,5,9,5,9,8,5,6,3,6,6,2,9,5,3,1,0,4,3,14,8,6,0,5,10,3,3,0,0,0,1,1,0,0,0,6,0
1.45,32,7,25,7,25,20,7,12,13,12,12,8,23,17,9,5,1,5,10,34,22,12,5,7,11,5,6,0,1,2,2,6,0,0,4,12,1
1.47,17,9,8,9,8,12,8,5,4,4,3,1,5,4,2,1,0,4,2,18,13,5,5,8,7,2,7,5,2,4,1,8,2,2,0,0,1
1.49,17,4,13,5,12,5,5,12,0,12,12,0,12,8,8,0,0,2,2,18,6,12,0,4,5,0,0,0,0,0,8,8,0,0,0,12,1
1.5,23,4,19,4,19,7,3,16,4,15,15,3,20,18,9,0,1,3,4,25,8,17,0,4,3,0,0,3,0,0,2,5,0,0,0,15,1
1.6,24,6,18,7,17,18,7,6,11,6,6,7,15,8,1,0,2,6,3,26,20,6,10,6,0,0,2,7,0,3,0,10,5,0,5,4,1
1.7,23,7,16,8,15,11,7,12,4,11,10,1,13,9,8,0,0,4,1,25,13,12,5,7,11,2,3,3,7,10,2,4,3,2,4,11,1
1.7,65,18,47,18,47,65,18,0,47,0,0,38,45,29,0,15,11,17,3,67,67,0,46,18,138,6,6,19,6,6,19,23,12,11,12,0,1
1.7,24,2,22,3,21,12,3,12,9,12,12,6,20,15,9,3,3,1,6,26,14,12,5,2,0,0,0,1,0,0,0,0,0,0,0,12,0
1.84,22,3,19,5,17,7,4,15,3,14,14,1,18,14,6,0,0,2,3,24,8,16,0,3,2,0,0,1,0,1,2,2,0,0,0,10,1
1.842,36,12,24,12,24,26,8,10,18,6,3,12,15,8,0,12,6,4,12,39,28,11,12,12,38,4,9,8,8,28,2,8,0,0,12,6,0
1.88,10,5,5,5,5,1,1,9,0,5,3,0,3,4,2,0,0,1,0,11,1,10,0,4,7,0,1,6,4,3,3,3,0,0,0,2,1
1.88,26,6,20,7,19,11,4,15,7,12,10,4,14,11,8,5,1,1,5,29,13,16,6,4,0,0,3,1,0,1,0,1,0,2,6,10,1
2.0,21,7,14,7,14,9,5,12,4,10,8,0,10,6,3,0,0,3,5,22,10,12,0,7,11,0,2,5,0,0,3,4,0,0,0,10,1
2.0,57,16,41,16,41,57,16,0,41,0,0,32,32,20,0,13,8,15,12,60,60,0,29,16,0,0,6,12,0,11,0,17,14,12,12,0,1
2.0,30,7,23,8,22,18,8,12,10,12,12,5,17,9,7,6,1,4,6,33,21,12,10,7,6,0,2,3,0,0,2,4,0,0,8,12,1
2.0,13,8,3,10,3,13,10,0,3,0,0,2,2,1,0,1,1,7,4,12,12,0,0,8,27,6,6,10,6,6,0,0,0,0,0,0,0
2.0,25,5,20,6,19,10,5,15,5,14,14,1,18,14,7,0,0,4,5,27,11,16,0,4,3,0,0,0,0,0,0,0,0,0,0,10,1
2.38,42,13,29,13,29,30,13,12,17,12,12,11,26,11,4,10,2,13,5,48,36,12,24,13,33,6,9,7,3,13,5,11,2,3,12,10,1
2.4,32,10,22,10,22,26,10,6,16,6,6,12,23,13,3,2,2,8,1,35,29,6,15,10,39,3,3,11,12,15,8,9,9,14,12,6,1
2.4,13,3,10,3,10,7,3,6,4,6,6,2,8,6,4,1,0,2,3,13,7,6,0,3,2,0,0,0,2,2,0,0,0,0,0,6,1
2.5,52,14,38,14,38,52,14,0,38,0,0,31,31,19,0,11,8,13,8,54,54,0,26,14,46,7,8,11,6,9,2,14,21,18,12,0,1
2.58,14,4,10,4,10,2,2,12,0,10,8,0,9,9,6,0,0,1,1,15,3,12,0,3,5,2,1,0,1,0,3,0,0,0,0,10,1
2.7,23,6,17,7,16,17,7,6,10,6,6,7,14,9,5,3,0,4,4,25,19,6,8,6,9,4,5,1,2,6,6,7,1,7,0,6,1
2.8,25,4,21,4,21,13,3,12,10,11,10,7,19,17,9,3,1,1,8,26,14,12,0,4,3,0,0,2,1,3,0,0,0,0,0,11,1
2.82,23,4,19,5,18,17,5,6,12,6,6,10,17,13,4,2,5,3,5,25,19,6,11,4,3,0,0,1,2,3,0,0,2,2,6,6,1
3.0,18,3,15,3,15,6,3,12,3,12,12,0,15,12,7,0,0,2,3,19,7,12,0,3,3,0,0,2,0,0,0,0,0,0,0,12,1
3.3,17,8,9,8,9,11,6,6,5,4,2,4,6,4,1,4,1,5,2,18,12,6,5,5,12,2,2,4,0,0,6,5,2,2,0,4,1
3.62,24,4,20,4,20,14,3,10,11,9,9,8,19,14,5,4,4,2,4,27,16,11,9,4,3,1,1,0,2,4,1,3,0,2,8,9,1
3.8,15,6,9,7,8,9,5,6,4,4,2,2,4,3,2,4,0,3,2,16,10,6,5,5,7,1,1,3,0,0,5,7,1,1,0,4,1
3.8,24,7,17,7,17,14,6,10,8,9,9,5,15,9,3,4,2,3,3,27,16,11,9,5,7,2,2,2,0,0,0,2,0,0,6,9,1
3.9,35,2,33,4,31,23,4,12,19,12,12,14,30,26,4,0,0,2,8,36,24,12,0,2,1,0,0,0,0,0,0,0,0,0,0,12,0
4.0,33,10,23,10,23,27,10,6,17,6,6,12,22,12,2,1,3,7,2,36,30,6,15,10,35,3,3,9,9,13,7,8,6,7,12,6,1
4.38,25,4,21,5,20,13,5,12,8,12,12,5,19,15,8,1,0,4,7,26,14,12,0,4,0,0,2,0,0,0,0,2,0,0,0,12,1
4.39,17,7,10,8,9,11,6,6,5,4,2,4,6,4,1,4,1,5,2,18,12,6,5,5,12,2,2,4,0,0,6,5,2,2,0,4,1
4.96,14,6,8,6,8,5,2,9,3,5,2,0,2,5,1,0,0,2,0,15,5,10,0,3,0,0,0,3,0,1,0,3,0,0,0,2,0
4.98,16,4,12,5,11,7,4,9,3,8,8,1,10,9,5,1,0,2,2,17,7,10,0,4,5,2,2,0,0,0,0,0,0,0,0,4,1
5.0,32,10,22,10,22,26,10,6,16,6,6,13,23,13,3,2,2,8,1,35,29,6,15,10,39,3,3,11,12,15,8,9,9,14,12,6,1
5.3,13,4,9,4,9,7,4,6,3,6,6,1,8,6,5,1,0,2,1,14,8,6,5,4,5,1,2,2,3,3,0,0,2,2,0,6,1
5.42,25,8,17,8,17,15,7,10,8,9,9,4,14,8,2,4,0,3,3,27,16,11,6,5,7,2,2,2,0,0,0,2,1,0,6,9,1
5.5,28,6,22,7,21,8,6,20,2,19,20,0,20,15,11,0,0,3,5,31,9,22,0,6,9,1,1,3,2,2,1,3,0,0,0,19,1
6.0,10,4,6,4,6,10,4,0,6,0,0,3,3,2,0,0,0,3,0,10,10,0,5,4,0,0,2,2,0,3,0,0,5,5,0,0,1
6.0,25,5,20,6,19,13,6,12,7,12,12,4,18,13,8,1,0,4,7,26,14,12,0,5,7,1,2,0,0,0,0,0,0,0,0,12,0
6.5,25,8,17,9,16,19,9,6,10,6,6,7,14,7,4,4,0,5,4,27,21,6,8,8,22,6,7,1,2,6,11,12,1,7,0,6,1
6.5,29,7,22,8,21,19,8,10,11,10,11,7,19,12,6,4,0,5,5,32,21,11,8,7,11,4,5,3,2,6,6,7,1,7,0,10,0
6.85,25,4,21,5,20,13,5,12,8,12,12,4,21,16,7,0,1,3,4,27,15,12,4,3,2,0,0,0,0,0,0,0,1,0,0,10,1
7.33,39,12,27,12,27,27,12,12,15,12,12,10,28,16,3,6,2,11,5,43,31,12,15,12,51,4,4,9,9,13,9,11,5,2,12,12,1
8.0,23,4,19,4,19,11,4,12,7,12,12,6,18,15,10,0,4,2,5,25,13,12,5,4,0,0,2,4,0,3,0,0,5,5,0,12,1
8.5,17,3,14,3,14,11,3,6,8,6,6,3,11,9,3,3,0,1,5,17,11,6,0,3,2,1,2,0,0,0,0,0,0,0,0,6,0
9.81,32,14,18,14,18,32,14,0,18,0,0,16,16,2,0,16,2,9,6,34,34,0,18,14,85,14,14,11,19,19,14,19,10,12,18,0,1
10.0,39,14,25,14,25,39,14,0,25,0,0,19,19,14,0,6,13,8,23,38,38,0,0,14,63,3,3,0,4,8,7,7,0,0,0,0,1
10.5,10,4,6,4,6,4,3,6,1,5,4,0,5,5,4,0,0,1,1,10,4,6,0,4,5,1,1,0,2,4,2,2,0,0,0,5,1
10.68,13,6,7,6,7,4,2,9,2,5,2,0,2,5,1,0,0,2,0,14,4,10,0,3,3,2,0,3,2,1,2,3,0,0,0,2,0
11.0,36,6,30,6,30,30,6,6,24,6,6,12,18,12,3,15,0,3,21,36,30,6,0,3,0,0,2,1,0,0,0,1,0,0,0,6,0
11.2,37,8,29,10,27,31,10,6,21,6,6,18,25,20,4,4,14,6,22,37,31,6,0,7,11,2,2,1,2,3,1,1,0,0,0,6,1
13.7,12,6,6,6,6,7,4,5,3,3,1,1,3,3,1,1,0,3,3,12,7,5,0,4,3,0,0,2,1,3,3,3,0,0,0,0,1
14.0,18,3,15,3,15,6,3,12,3,12,12,2,16,13,8,0,0,2,3,19,7,12,0,2,1,0,0,0,0,0,0,0,0,0,0,12,1
14.0,33,10,23,11,22,27,11,6,16,6,6,13,23,12,2,1,3,8,1,36,30,6,15,10,39,3,3,9,11,14,10,11,6,11,12,6,1
14.1,19,4,15,4,15,7,4,12,3,12,12,1,15,12,10,0,0,2,2,21,9,12,5,4,5,2,2,2,2,3,0,0,3,3,0,12,1
14.1,18,3,15,3,15,6,3,12,3,12,12,2,15,12,9,0,0,3,4,19,7,12,0,3,2,0,0,0,0,0,1,2,0,0,0,12,1
15.5,9,3,6,3,6,3,2,6,1,5,4,0,5,5,4,0,0,2,1,9,3,6,0,3,2,0,0,2,0,0,1,2,0,0,0,5,1
15.9,10,3,7,3,7,10,3,0,7,0,0,6,6,5,0,0,2,2,1,10,10,0,5,3,2,0,0,1,2,3,0,0,3,3,0,0,1
17.2,27,7,20,9,18,27,9,0,18,0,0,14,14,6,0,9,4,5,7,28,28,0,11,7,18,6,7,4,3,4,5,7,6,6,6,0,0
17.9,29,5,24,6,23,11,6,18,5,18,18,4,22,17,15,1,2,3,6,32,14,18,5,5,0,0,2,4,0,3,0,4,5,5,0,18,0
19.5,13,7,6,9,4,8,6,5,2,2,0,1,1,1,0,0,0,3,2,13,8,5,0,7,11,2,4,6,5,8,4,7,0,0,0,0,1
21.0,11,3,8,3,8,5,3,6,2,6,6,1,7,5,4,0,0,2,1,11,5,6,0,3,3,0,0,0,2,2,0,0,0,0,0,6,1
23.4,11,4,7,4,7,5,4,6,1,6,6,0,7,4,3,0,0,3,1,11,5,6,0,4,6,0,0,3,0,0,5,5,0,0,0,6,1
23.6,42,19,23,19,23,42,19,0,23,0,0,20,20,1,0,22,1,14,9,45,45,0,23,19,156,19,21,18,21,26,27,31,15,15,18,0,0
24.0,16,3,13,4,12,10,4,6,6,6,6,4,10,7,4,1,0,3,5,16,10,6,0,3,0,0,2,0,0,0,0,0,0,0,0,6,1
27.5,33,15,18,15,18,33,15,0,18,0,0,16,16,1,0,17,1,11,6,35,35,0,18,15,99,16,16,14,20,20,15,20,12,12,18,0,0
27.7,24,7,17,8,16,24,8,0,16,0,0,11,14,8,0,4,2,4,3,26,26,0,15,7,15,6,7,1,2,6,7,7,1,4,10,0,0
28.0,21,6,15,7,14,15,7,6,8,6,6,5,12,10,4,2,4,3,2,22,16,6,7,6,9,1,2,4,0,2,0,0,0,0,0,6,1
28.0,25,8,17,9,16,19,9,6,10,6,6,6,14,7,4,4,0,5,3,27,21,6,9,8,22,6,7,1,2,6,9,9,1,4,4,6,1
28.25,31,11,20,13,18,20,9,11,11,7,6,6,14,7,5,5,0,5,6,34,23,11,9,10,24,6,8,2,2,6,7,8,1,4,4,6,1
29.0,13,7,6,7,6,8,5,5,3,3,1,0,2,2,1,0,0,1,2,13,8,5,0,6,11,3,3,4,4,4,3,5,0,0,0,0,1
30.0,17,5,12,5,12,7,3,10,4,8,7,1,10,10,3,0,0,3,2,18,7,11,0,4,3,0,0,3,0,0,2,6,0,0,0,8,1
30.0,47,22,25,22,25,47,22,0,25,0,0,16,17,4,0,11,4,8,9,48,48,0,22,22,210,15,15,13,16,20,25,28,5,9,6,0,0
30.0,22,1,21,1,21,10,1,12,9,12,12,4,22,18,8,2,2,0,0,25,13,12,11,1,0,0,0,0,0,0,0,0,0,2,6,12,1
30.6,15,2,13,2,13,9,2,6,7,6,6,5,13,12,4,0,1,2,4,15,9,6,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0
31.4,30,8,22,11,19,19,9,11,10,9,8,6,17,10,3,3,0,4,4,33,22,11,8,8,13,4,5,6,4,10,6,7,1,7,0,6,0
34.0,17,5,12,7,10,11,7,6,4,6,6,2,8,6,4,1,1,3,4,17,11,6,0,5,7,0,0,4,0,0,0,0,0,0,0,6,1
35.0,9,5,4,5,4,3,3,6,0,4,2,0,2,2,1,0,0,1,0,9,3,6,0,3,5,0,0,1,0,0,3,3,0,0,0,4,1
36.3,36,13,23,15,21,30,15,6,15,6,6,8,15,8,5,6,0,8,6,39,33,6,13,13,33,6,8,9,5,15,11,14,2,8,0,6,1
45.0,28,9,19,10,18,10,9,18,1,17,16,0,17,12,11,0,0,5,6,30,12,18,0,9,21,0,0,4,3,4,6,11,0,0,0,17,1
46.4,18,3,15,3,15,12,3,6,9,6,6,6,14,12,3,1,2,3,6,18,12,6,0,3,2,0,0,0,0,0,1,2,0,0,0,6,1
50.0,36,8,28,10,26,19,8,17,11,15,13,6,20,12,10,7,0,4,7,40,23,17,11,7,0,0,4,1,0,7,0,3,2,4,6,12,1
50.0,22,6,16,7,15,16,7,6,9,6,6,7,14,12,4,1,5,4,4,23,17,6,6,6,9,0,0,4,0,0,0,0,0,0,6,6,1
50.1,9,4,5,4,5,3,2,6,1,4,2,0,3,4,3,0,0,1,1,9,3,6,0,4,3,1,4,2,0,0,1,2,0,0,0,4,1
55.44,9,5,4,5,4,3,3,6,0,4,2,0,2,3,1,0,0,2,0,9,3,6,0,2,4,0,0,1,0,0,2,1,0,0,0,4,1
68.0,32,9,21,12,20,32,12,0,20,0,0,12,12,7,0,9,0,9,14,32,32,0,6,9,0,0,5,4,0,10,0,9,4,4,6,0,1
69.0,14,4,9,7,7,14,7,0,7,0,0,4,4,1,0,6,1,2,4,14,14,0,6,4,3,0,0,1,0,0,2,2,0,0,6,0,1
96.0,26,8,18,10,16,21,9,5,12,4,3,7,12,7,3,4,0,6,6,28,23,5,9,8,13,4,5,2,3,8,4,7,1,4,4,0,1
100.0,23,9,14,9,14,23,9,0,14,0,0,11,11,3,0,8,1,7,2,25,25,0,16,9,30,8,12,9,10,12,16,20,3,5,14,0,0
103.0,22,4,18,4,18,5,2,17,3,15,13,2,18,17,10,0,1,2,5,24,7,17,0,4,3,0,1,0,2,4,0,0,0,0,0,12,1
111.0,18,3,15,5,13,12,5,6,7,6,6,6,13,9,4,0,1,3,4,19,13,6,3,3,2,1,2,0,0,0,0,0,2,0,0,6,1
120.0,10,2,8,2,8,10,2,0,8,0,0,7,7,7,0,0,5,2,5,9,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
124.0,18,5,13,5,13,6,5,12,1,12,12,0,14,9,6,0,0,3,2,19,7,12,0,3,3,0,0,2,0,0,0,0,0,0,0,12,0
125.0,28,10,18,12,16,23,11,5,12,4,3,6,11,6,3,3,0,7,7,30,25,5,9,10,24,4,8,3,3,9,7,12,1,7,4,0,1
172.4,34,13,21,16,18,24,10,10,14,4,1,7,10,4,1,5,0,4,9,37,27,10,9,12,30,4,6,5,3,9,6,9,1,4,4,0,1
201.0,36,15,21,16,20,25,12,11,13,7,6,7,15,7,4,3,0,9,8,39,28,11,9,14,46,5,11,11,5,14,7,13,1,7,4,6,0
644.23,26,7,19,7,19,10,6,16,4,15,15,3,20,17,8,0,1,5,5,28,11,17,0,6,5,0,0,3,0,0,2,5,0,0,0,15,1
257.0,36,15,21,18,18,25,13,11,12,6,2,6,10,6,1,4,0,7,6,39,28,11,9,13,46,8,10,6,5,9,9,14,1,4,4,3,1
287.0,29,8,21,10,19,18,8,11,10,9,8,6,17,11,4,3,0,4,4,32,21,11,8,8,13,4,5,6,4,10,6,7,1,7,0,6,1
302.0,8,4,4,4,4,8,4,0,4,0,0,3,3,0,0,3,0,3,3,7,7,0,0,4,6,3,3,3,0,0,0,0,0,0,0,0,0
310.0,10,4,6,5,5,10,5,0,5,0,0,3,3,1,0,2,0,3,3,9,9,0,0,4,5,2,2,0,1,2,0,0,0,0,0,0,0
430.0,44,17,27,19,25,33,15,11,18,7,6,9,17,7,4,8,0,8,8,48,37,11,15,16,54,6,13,4,7,18,9,12,3,6,10,6,0
553.0,22,3,19,4,18,12,3,10,9,9,9,6,15,12,5,4,2,0,8,23,12,11,0,3,2,0,0,2,1,1,0,0,0,0,0,9,0
1040.0,36,15,21,19,17,31,15,5,16,1,0,8,10,2,0,4,0,8,6,39,34,5,13,14,46,4,9,7,2,7,6,9,3,7,4,0,0
3650.0,62,15,47,15,47,44,15,18,29,18,18,25,47,32,15,8,3,14,14,68,50,18,20,15,50,4,7,6,8,17,10,21,13,20,10,18,1
9600.0,50,11,39,13,37,28,9,22,19,18,14,11,30,27,13,6,2,5,18,53,31,22,0,11,34,3,4,2,6,10,2,4,0,0,0,12,1
